subj,run,set,block,cond,rules,af,mean_accu,median_rt,block1_correct,block2_correct,members,F1Ans,F2Ans,F3Ans,LatentF,ExpectedB1F,B1_t0,B1_t1,B1_t2,B1_t3,B1_t4,B1_t5,B1_t6,B1_t7,B1_t8,B1_t9,B1_t10,B1_t11,B1_t12,B1_t13,B2_t0,B2_t1,B2_t2,B2_t3,B2_t4,B2_t5,B2_t6,B2_t7,B2_t8,B2_t9,B2_t10,B2_t11,B2_t12,B2_t13,B2_t14,B2_t15,group_n
sub-CGAY215,1,1,1,Expand,4R,2,1.0,1.0374644000112312,0.0,0.0,"[sub-CGAY215, 1, 1, 1, Expand, 4R, 2, 1.000000, 1.037464, 0.0, 0.0]",1,1,1,0_1_1,0_0_1,B1_t0_1,B1_t1_1,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,22
sub-CGAY215,1,1,2,Expand,4R,2,0.875,1.1797618500131648,0.0,0.0,"[sub-CGAY215, 1, 1, 2, Expand, 4R, 2, 0.875000, 1.179762, 0.0, 0.0]",0,1,0,0_1_1,0_0_1,,,,,,,,,,,,,,,B2_t0_1,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_0,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,22
sub-CGAY216,4,7,1,Expand,2R,1,0.9285714285714286,1.128618649992859,0.0,0.0,"[sub-CGAY216, 4, 7, 1, Expand, 2R, 1, 0.928571, 1.128619, 0.0, 0.0]",1,0,1,1_1_0,0_1_0,B1_t0_1,B1_t1_1,B1_t2_0,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,22
sub-CGAY216,4,7,2,Expand,2R,1,0.9375,1.0109355000167852,0.0,0.0,"[sub-CGAY216, 4, 7, 2, Expand, 2R, 1, 0.937500, 1.010936, 0.0, 0.0]",1,0,0,1_1_0,0_1_0,,,,,,,,,,,,,,,B2_t0_1,B2_t1_1,B2_t2_0,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,22
sub-CGAY216,5,8,1,Preserve,2R,0,0.7142857142857143,0.9579971999919508,0.0,0.0,"[sub-CGAY216, 5, 8, 1, Preserve, 2R, 0, 0.714286, 0.957997, 0.0, 0.0]",0,1,1,0_1_0,0_1_0,B1_t0_0,B1_t1_0,B1_t2_0,B1_t3_1,B1_t4_0,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,22
sub-CGAY216,5,8,2,Preserve,2R,0,0.875,0.8848196000180906,0.0,0.0,"[sub-CGAY216, 5, 8, 2, Preserve, 2R, 0, 0.875000, 0.884820, 0.0, 0.0]",0,1,1,0_1_0,0_1_0,,,,,,,,,,,,,,,B2_t0_1,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_0,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,22
sub-CGAY216,5,9,1,Destroy,4R,1,1.0,0.7760486500046682,0.0,0.0,"[sub-CGAY216, 5, 9, 1, Destroy, 4R, 1, 1.000000, 0.776049, 0.0, 0.0]",1,1,1,1_0_1,0_1_0,B1_t0_1,B1_t1_1,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,22
sub-CGAY216,5,9,2,Destroy,4R,1,0.9375,0.9663448999926914,0.0,0.0,"[sub-CGAY216, 5, 9, 2, Destroy, 4R, 1, 0.937500, 0.966345, 0.0, 0.0]",1,1,0,1_0_1,0_1_0,,,,,,,,,,,,,,,B2_t0_1,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,22
sub-CGAY224,5,9,1,Expand,2R,1,0.9285714285714286,0.8576521499780938,0.0,0.0,"[sub-CGAY224, 5, 9, 1, Expand, 2R, 1, 0.928571, 0.857652, 0.0, 0.0]",1,1,1,1_1_0,0_1_0,B1_t0_1,B1_t1_1,B1_t2_0,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,22
sub-CGAY224,5,9,2,Expand,2R,1,1.0,0.9306123499991372,0.0,0.0,"[sub-CGAY224, 5, 9, 2, Expand, 2R, 1, 1.000000, 0.930612, 0.0, 0.0]",1,0,1,1_1_0,0_1_0,,,,,,,,,,,,,,,B2_t0_1,B2_t1_1,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,22
sub-CGAY232,1,0,1,Preserve,1R,2,0.7857142857142857,1.7089465999999902,0.0,0.0,"[sub-CGAY232, 1, 0, 1, Preserve, 1R, 2, 0.785714, 1.708947, 0.0, 0.0]",1,0,0,1_0_1,1_0_1,B1_t0_0,B1_t1_0,B1_t2_1,B1_t3_0,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,22
sub-CGAY232,1,0,2,Preserve,1R,2,0.9333333333333333,0.8998344999999972,0.0,0.0,"[sub-CGAY232, 1, 0, 2, Preserve, 1R, 2, 0.933333, 0.899834, 0.0, 0.0]",0,0,1,1_0_1,1_0_1,,,,,,,,,,,,,,,B2_t0_1,B2_t1_1,B2_t2_nan,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_0,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,22
sub-CGAY238,1,1,1,Expand,4R,0,0.9230769230769231,1.4358843999216333,0.0,0.0,"[sub-CGAY238, 1, 1, 1, Expand, 4R, 0, 0.923077, 1.435884, 0.0, 0.0]",1,1,1,0_1_1,0_0_1,B1_t0_1,B1_t1_1,B1_t2_0,B1_t3_nan,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,22
sub-CGAY238,1,1,2,Expand,4R,0,0.9375,1.797898700053338,0.0,0.0,"[sub-CGAY238, 1, 1, 2, Expand, 4R, 0, 0.937500, 1.797899, 0.0, 0.0]",1,1,1,0_1_1,0_0_1,,,,,,,,,,,,,,,B2_t0_1,B2_t1_1,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_0,B2_t13_1,B2_t14_1,B2_t15_1,22
sub-CGAY238,3,4,1,Preserve,1R,2,0.8571428571428571,1.3301691999658942,0.0,0.0,"[sub-CGAY238, 3, 4, 1, Preserve, 1R, 2, 0.857143, 1.330169, 0.0, 0.0]",1,1,1,1_0_1,1_0_1,B1_t0_1,B1_t1_1,B1_t2_1,B1_t3_0,B1_t4_1,B1_t5_1,B1_t6_0,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,22
sub-CGAY238,3,4,2,Preserve,1R,2,1.0,1.2902661499683745,0.0,0.0,"[sub-CGAY238, 3, 4, 2, Preserve, 1R, 2, 1.000000, 1.290266, 0.0, 0.0]",1,0,0,1_0_1,1_0_1,,,,,,,,,,,,,,,B2_t0_1,B2_t1_1,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,22
sub-CGAY242,1,0,1,Preserve,1R,1,0.9285714285714286,1.2621668998617679,0.0,0.0,"[sub-CGAY242, 1, 0, 1, Preserve, 1R, 1, 0.928571, 1.262167, 0.0, 0.0]",1,1,0,1_0_1,1_0_1,B1_t0_1,B1_t1_1,B1_t2_0,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,22
sub-CGAY242,1,0,2,Preserve,1R,1,1.0,0.9139275000197813,0.0,0.0,"[sub-CGAY242, 1, 0, 2, Preserve, 1R, 1, 1.000000, 0.913928, 0.0, 0.0]",1,1,1,1_0_1,1_0_1,,,,,,,,,,,,,,,B2_t0_1,B2_t1_1,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,22
sub-CGAY250,1,1,1,Expand,4R,1,0.9285714285714286,1.3890563999302685,0.0,0.0,"[sub-CGAY250, 1, 1, 1, Expand, 4R, 1, 0.928571, 1.389056, 0.0, 0.0]",1,1,0,0_1_1,0_0_1,B1_t0_1,B1_t1_1,B1_t2_0,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,22
sub-CGAY250,1,1,2,Expand,4R,1,0.6875,1.2624904501717538,0.0,0.0,"[sub-CGAY250, 1, 1, 2, Expand, 4R, 1, 0.687500, 1.262490, 0.0, 0.0]",1,1,1,0_1_1,0_0_1,,,,,,,,,,,,,,,B2_t0_1,B2_t1_0,B2_t2_1,B2_t3_0,B2_t4_0,B2_t5_1,B2_t6_1,B2_t7_0,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_0,B2_t15_1,22
sub-CGAY250,2,2,1,Preserve,1R,0,0.8571428571428571,1.1435879997443408,0.0,0.0,"[sub-CGAY250, 2, 2, 1, Preserve, 1R, 0, 0.857143, 1.143588, 0.0, 0.0]",1,1,1,1_0_1,1_0_1,B1_t0_1,B1_t1_1,B1_t2_0,B1_t3_0,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,22
sub-CGAY250,2,2,2,Preserve,1R,0,0.8125,1.0827466000337154,0.0,0.0,"[sub-CGAY250, 2, 2, 2, Preserve, 1R, 0, 0.812500, 1.082747, 0.0, 0.0]",1,1,1,1_0_1,1_0_1,,,,,,,,,,,,,,,B2_t0_1,B2_t1_1,B2_t2_0,B2_t3_0,B2_t4_1,B2_t5_1,B2_t6_0,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,22
sub-CGAY215,1,0,1,Destroy,4R,1,0.7857142857142857,1.5257044500176562,0.0,1.0,"[sub-CGAY215, 1, 0, 1, Destroy, 4R, 1, 0.785714, 1.525704, 0.0, 1.0]",1,1,1,1_1_0,0_0_1,B1_t0_0,B1_t1_0,B1_t2_0,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY215,1,0,2,Destroy,4R,1,0.9375,1.1352429500111612,0.0,1.0,"[sub-CGAY215, 1, 0, 2, Destroy, 4R, 1, 0.937500, 1.135243, 0.0, 1.0]",1,1,0,1_1_0,0_0_1,,,,,,,,,,,,,,,B2_t0_1,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY215,2,2,1,Preserve,1R,1,0.6428571428571429,1.17744740001217,0.0,1.0,"[sub-CGAY215, 2, 2, 1, Preserve, 1R, 1, 0.642857, 1.177447, 0.0, 1.0]",1,1,1,1_0_1,1_0_1,B1_t0_1,B1_t1_0,B1_t2_0,B1_t3_0,B1_t4_1,B1_t5_1,B1_t6_0,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_0,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY215,2,2,2,Preserve,1R,1,1.0,0.9825587499944959,0.0,1.0,"[sub-CGAY215, 2, 2, 2, Preserve, 1R, 1, 1.000000, 0.982559, 0.0, 1.0]",1,0,1,1_0_1,1_0_1,,,,,,,,,,,,,,,B2_t0_1,B2_t1_1,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY215,3,5,1,Destroy,4R,1,0.9285714285714286,0.9515799999935552,0.0,1.0,"[sub-CGAY215, 3, 5, 1, Destroy, 4R, 1, 0.928571, 0.951580, 0.0, 1.0]",1,1,1,0_1_1,1_0_0,B1_t0_1,B1_t1_0,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY215,3,5,2,Destroy,4R,1,0.9375,1.0150295999919763,0.0,1.0,"[sub-CGAY215, 3, 5, 2, Destroy, 4R, 1, 0.937500, 1.015030, 0.0, 1.0]",0,1,1,0_1_1,1_0_0,,,,,,,,,,,,,,,B2_t0_1,B2_t1_1,B2_t2_0,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY215,4,6,1,Preserve,2R,1,0.8571428571428571,0.8522099999972852,0.0,1.0,"[sub-CGAY215, 4, 6, 1, Preserve, 2R, 1, 0.857143, 0.852210, 0.0, 1.0]",0,1,1,0_1_0,0_1_0,B1_t0_0,B1_t1_0,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY215,4,6,2,Preserve,2R,1,0.875,1.0387410499970429,0.0,1.0,"[sub-CGAY215, 4, 6, 2, Preserve, 2R, 1, 0.875000, 1.038741, 0.0, 1.0]",0,1,0,0_1_0,0_1_0,,,,,,,,,,,,,,,B2_t0_1,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_0,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY215,4,7,1,Destroy,4R,2,0.9285714285714286,1.2106267999915872,0.0,1.0,"[sub-CGAY215, 4, 7, 1, Destroy, 4R, 2, 0.928571, 1.210627, 0.0, 1.0]",1,1,0,1_0_1,0_1_0,B1_t0_1,B1_t1_0,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY215,4,7,2,Destroy,4R,2,0.875,1.155220749991713,0.0,1.0,"[sub-CGAY215, 4, 7, 2, Destroy, 4R, 2, 0.875000, 1.155221, 0.0, 1.0]",1,0,1,1_0_1,0_1_0,,,,,,,,,,,,,,,B2_t0_0,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY216,1,1,1,Destroy,4R,1,0.7857142857142857,0.9283431000076234,0.0,1.0,"[sub-CGAY216, 1, 1, 1, Destroy, 4R, 1, 0.785714, 0.928343, 0.0, 1.0]",1,1,1,0_1_1,1_0_0,B1_t0_1,B1_t1_0,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_0,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_0,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY216,1,1,2,Destroy,4R,1,0.9375,0.7609596500115003,0.0,1.0,"[sub-CGAY216, 1, 1, 2, Destroy, 4R, 1, 0.937500, 0.760960, 0.0, 1.0]",0,1,1,0_1_1,1_0_0,,,,,,,,,,,,,,,B2_t0_1,B2_t1_1,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_0,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY217,1,1,1,Expand,4R,1,0.9285714285714286,1.4084782499994617,0.0,1.0,"[sub-CGAY217, 1, 1, 1, Expand, 4R, 1, 0.928571, 1.408478, 0.0, 1.0]",1,1,1,0_1_1,0_0_1,B1_t0_1,B1_t1_0,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY217,1,1,2,Expand,4R,1,1.0,0.7524125000054482,0.0,1.0,"[sub-CGAY217, 1, 1, 2, Expand, 4R, 1, 1.000000, 0.752413, 0.0, 1.0]",0,1,1,0_1_1,0_0_1,,,,,,,,,,,,,,,B2_t0_1,B2_t1_1,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY217,3,5,1,Destroy,4R,2,1.0,0.9985868000076152,0.0,1.0,"[sub-CGAY217, 3, 5, 1, Destroy, 4R, 2, 1.000000, 0.998587, 0.0, 1.0]",1,1,0,0_1_1,1_0_0,B1_t0_1,B1_t1_1,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY217,3,5,2,Destroy,4R,2,0.875,0.9162377500033472,0.0,1.0,"[sub-CGAY217, 3, 5, 2, Destroy, 4R, 2, 0.875000, 0.916238, 0.0, 1.0]",0,1,1,0_1_1,1_0_0,,,,,,,,,,,,,,,B2_t0_0,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY217,5,8,1,Preserve,2R,1,0.8571428571428571,0.9709883000177798,0.0,1.0,"[sub-CGAY217, 5, 8, 1, Preserve, 2R, 1, 0.857143, 0.970988, 0.0, 1.0]",0,1,1,0_1_0,0_1_0,B1_t0_0,B1_t1_0,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY217,5,8,2,Preserve,2R,1,0.9375,0.6633549999678507,0.0,1.0,"[sub-CGAY217, 5, 8, 2, Preserve, 2R, 1, 0.937500, 0.663355, 0.0, 1.0]",0,1,0,0_1_0,0_1_0,,,,,,,,,,,,,,,B2_t0_1,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY217,5,9,1,Destroy,4R,1,0.9285714285714286,1.6518982999841683,0.0,1.0,"[sub-CGAY217, 5, 9, 1, Destroy, 4R, 1, 0.928571, 1.651898, 0.0, 1.0]",1,1,1,1_0_1,0_1_0,B1_t0_0,B1_t1_1,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY217,5,9,2,Destroy,4R,1,0.9333333333333333,1.2315561999566853,0.0,1.0,"[sub-CGAY217, 5, 9, 2, Destroy, 4R, 1, 0.933333, 1.231556, 0.0, 1.0]",1,0,1,1_0_1,0_1_0,,,,,,,,,,,,,,,B2_t0_nan,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY218,2,2,1,Preserve,1R,2,0.5714285714285714,1.3103849000181071,0.0,1.0,"[sub-CGAY218, 2, 2, 1, Preserve, 1R, 2, 0.571429, 1.310385, 0.0, 1.0]",1,1,0,1_0_1,1_0_1,B1_t0_1,B1_t1_0,B1_t2_1,B1_t3_0,B1_t4_0,B1_t5_1,B1_t6_0,B1_t7_0,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_0,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY218,2,2,2,Preserve,1R,2,0.8125,1.015528149990132,0.0,1.0,"[sub-CGAY218, 2, 2, 2, Preserve, 1R, 2, 0.812500, 1.015528, 0.0, 1.0]",1,0,1,1_0_1,1_0_1,,,,,,,,,,,,,,,B2_t0_1,B2_t1_0,B2_t2_0,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_0,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY218,4,6,1,Preserve,2R,1,0.8571428571428571,0.9158975000027567,0.0,1.0,"[sub-CGAY218, 4, 6, 1, Preserve, 2R, 1, 0.857143, 0.915898, 0.0, 1.0]",0,1,1,0_1_0,0_1_0,B1_t0_0,B1_t1_0,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY218,4,6,2,Preserve,2R,1,0.8125,0.8409725499805063,0.0,1.0,"[sub-CGAY218, 4, 6, 2, Preserve, 2R, 1, 0.812500, 0.840973, 0.0, 1.0]",0,1,0,0_1_0,0_1_0,,,,,,,,,,,,,,,B2_t0_1,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_0,B2_t7_1,B2_t8_0,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY218,4,7,1,Destroy,4R,2,0.9285714285714286,0.7148931499687023,0.0,1.0,"[sub-CGAY218, 4, 7, 1, Destroy, 4R, 2, 0.928571, 0.714893, 0.0, 1.0]",1,1,0,1_0_1,0_1_0,B1_t0_1,B1_t1_1,B1_t2_1,B1_t3_0,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY218,4,7,2,Destroy,4R,2,0.8125,0.9399291499867104,0.0,1.0,"[sub-CGAY218, 4, 7, 2, Destroy, 4R, 2, 0.812500, 0.939929, 0.0, 1.0]",1,0,1,1_0_1,0_1_0,,,,,,,,,,,,,,,B2_t0_0,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_0,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY219,1,1,1,Expand,4R,2,1.0,1.0709698499995284,0.0,1.0,"[sub-CGAY219, 1, 1, 1, Expand, 4R, 2, 1.000000, 1.070970, 0.0, 1.0]",1,1,0,0_1_1,0_0_1,B1_t0_1,B1_t1_1,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY219,1,1,2,Expand,4R,2,0.9375,0.9987505500030238,0.0,1.0,"[sub-CGAY219, 1, 1, 2, Expand, 4R, 2, 0.937500, 0.998751, 0.0, 1.0]",0,1,1,0_1_1,0_0_1,,,,,,,,,,,,,,,B2_t0_1,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY219,2,3,1,Destroy,4R,2,0.9285714285714286,1.1523584999667946,0.0,1.0,"[sub-CGAY219, 2, 3, 1, Destroy, 4R, 2, 0.928571, 1.152358, 0.0, 1.0]",1,1,0,0_1_1,1_0_0,B1_t0_1,B1_t1_0,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY219,2,3,2,Destroy,4R,2,0.75,1.26255905002472,0.0,1.0,"[sub-CGAY219, 2, 3, 2, Destroy, 4R, 2, 0.750000, 1.262559, 0.0, 1.0]",0,1,1,0_1_1,1_0_0,,,,,,,,,,,,,,,B2_t0_0,B2_t1_0,B2_t2_0,B2_t3_1,B2_t4_1,B2_t5_0,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY219,4,6,1,Preserve,2R,1,0.7142857142857143,1.1761034000373911,0.0,1.0,"[sub-CGAY219, 4, 6, 1, Preserve, 2R, 1, 0.714286, 1.176103, 0.0, 1.0]",0,1,1,0_1_0,0_1_0,B1_t0_1,B1_t1_0,B1_t2_0,B1_t3_1,B1_t4_1,B1_t5_0,B1_t6_1,B1_t7_1,B1_t8_0,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
