subj,run,set,block,cond,rules,af,mean_accu,median_rt,block1_correct,block2_correct,members,F1Ans,F2Ans,F3Ans,LatentF,ExpectedB1F,B1_t0,B1_t1,B1_t2,B1_t3,B1_t4,B1_t5,B1_t6,B1_t7,B1_t8,B1_t9,B1_t10,B1_t11,B1_t12,B1_t13,B2_t0,B2_t1,B2_t2,B2_t3,B2_t4,B2_t5,B2_t6,B2_t7,B2_t8,B2_t9,B2_t10,B2_t11,B2_t12,B2_t13,B2_t14,B2_t15,group_n
sub-CGAY236,1,1,2,Expand,4R,1,0.9375,0.8127051500487141,0.5,1.0,"[sub-CGAY236, 1, 1, 2, Expand, 4R, 1, 0.937500, 0.812705, 0.5, 1.0]",0,1,1,0_1_1,0_0_1,,,,,,,,,,,,,,,B2_t0_0,B2_t1_1,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,118
sub-CGAY236,5,9,1,Destroy,4R,3,0.8571428571428571,0.7051884999964386,0.5,1.0,"[sub-CGAY236, 5, 9, 1, Destroy, 4R, 3, 0.857143, 0.705188, 0.5, 1.0]",0,1,0,1_0_1,0_1_0,B1_t0_1,B1_t1_0,B1_t2_1,B1_t3_1,B1_t4_0,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,118
sub-CGAY236,5,9,2,Destroy,4R,3,0.875,0.6681264499784447,0.5,1.0,"[sub-CGAY236, 5, 9, 2, Destroy, 4R, 3, 0.875000, 0.668126, 0.5, 1.0]",1,0,1,1_0_1,0_1_0,,,,,,,,,,,,,,,B2_t0_0,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,118
sub-CGAY237,1,0,1,Expand,2R,1,0.8571428571428571,0.997511849971488,0.5,1.0,"[sub-CGAY237, 1, 0, 1, Expand, 2R, 1, 0.857143, 0.997512, 0.5, 1.0]",1,0,0,1_0_1,1_0_0,B1_t0_0,B1_t1_1,B1_t2_0,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,118
sub-CGAY237,1,0,2,Expand,2R,1,0.9375,1.144887899979949,0.5,1.0,"[sub-CGAY237, 1, 0, 2, Expand, 2R, 1, 0.937500, 1.144888, 0.5, 1.0]",1,0,1,1_0_1,1_0_0,,,,,,,,,,,,,,,B2_t0_1,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,118
sub-CGAY237,1,1,1,Destroy,4R,3,0.9285714285714286,1.220635250036139,0.5,1.0,"[sub-CGAY237, 1, 1, 1, Destroy, 4R, 3, 0.928571, 1.220635, 0.5, 1.0]",1,0,0,0_1_1,1_0_0,B1_t0_0,B1_t1_1,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,118
sub-CGAY237,1,1,2,Destroy,4R,3,0.75,1.2426659000338987,0.5,1.0,"[sub-CGAY237, 1, 1, 2, Destroy, 4R, 3, 0.750000, 1.242666, 0.5, 1.0]",0,1,1,0_1_1,1_0_0,,,,,,,,,,,,,,,B2_t0_0,B2_t1_0,B2_t2_0,B2_t3_1,B2_t4_0,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,118
sub-CGAY237,2,3,1,Expand,4R,1,1.0,1.2651511000003666,0.5,1.0,"[sub-CGAY237, 2, 3, 1, Expand, 4R, 1, 1.000000, 1.265151, 0.5, 1.0]",0,0,1,0_1_1,0_0_1,B1_t0_1,B1_t1_1,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,118
sub-CGAY237,2,3,2,Expand,4R,1,0.9333333333333333,0.948667100048624,0.5,1.0,"[sub-CGAY237, 2, 3, 2, Expand, 4R, 1, 0.933333, 0.948667, 0.5, 1.0]",0,1,1,0_1_1,0_0_1,,,,,,,,,,,,,,,B2_t0_0,B2_t1_1,B2_t2_nan,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,118
sub-CGAY237,5,9,1,Destroy,4R,3,0.9285714285714286,1.0628888999926858,0.5,1.0,"[sub-CGAY237, 5, 9, 1, Destroy, 4R, 3, 0.928571, 1.062889, 0.5, 1.0]",0,1,0,1_0_1,0_1_0,B1_t0_0,B1_t1_1,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,118
sub-CGAY237,5,9,2,Destroy,4R,3,0.75,1.0869752499856986,0.5,1.0,"[sub-CGAY237, 5, 9, 2, Destroy, 4R, 3, 0.750000, 1.086975, 0.5, 1.0]",1,0,1,1_0_1,0_1_0,,,,,,,,,,,,,,,B2_t0_0,B2_t1_1,B2_t2_1,B2_t3_1,B2_t4_0,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_0,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_0,B2_t15_1,118
sub-CGAY238,5,9,1,Destroy,4R,3,1.0,0.8930178500013426,0.5,1.0,"[sub-CGAY238, 5, 9, 1, Destroy, 4R, 3, 1.000000, 0.893018, 0.5, 1.0]",0,1,0,1_0_1,0_1_0,B1_t0_1,B1_t1_1,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,118
sub-CGAY238,5,9,2,Destroy,4R,3,0.8125,1.0661688499967568,0.5,1.0,"[sub-CGAY238, 5, 9, 2, Destroy, 4R, 3, 0.812500, 1.066169, 0.5, 1.0]",1,0,1,1_0_1,0_1_0,,,,,,,,,,,,,,,B2_t0_0,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_0,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,118
sub-CGAY239,1,0,1,Destroy,4R,3,0.9230769230769231,1.3035620999289677,0.5,1.0,"[sub-CGAY239, 1, 0, 1, Destroy, 4R, 3, 0.923077, 1.303562, 0.5, 1.0]",0,0,1,1_1_0,0_0_1,B1_t0_1,B1_t1_nan,B1_t2_1,B1_t3_0,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,118
sub-CGAY239,1,0,2,Destroy,4R,3,0.5,1.9700949499965645,0.5,1.0,"[sub-CGAY239, 1, 0, 2, Destroy, 4R, 3, 0.500000, 1.970095, 0.5, 1.0]",1,1,0,1_1_0,0_0_1,,,,,,,,,,,,,,,B2_t0_0,B2_t1_nan,B2_t2_0,B2_t3_0,B2_t4_1,B2_t5_0,B2_t6_1,B2_t7_nan,B2_t8_1,B2_t9_1,B2_t10_0,B2_t11_0,B2_t12_1,B2_t13_1,B2_t14_0,B2_t15_1,118
sub-CGAY241,1,1,1,Expand,4R,1,0.8571428571428571,0.8220825500320643,0.5,1.0,"[sub-CGAY241, 1, 1, 1, Expand, 4R, 1, 0.857143, 0.822083, 0.5, 1.0]",0,0,1,0_1_1,0_0_1,B1_t0_0,B1_t1_0,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,118
sub-CGAY241,1,1,2,Expand,4R,1,0.9375,0.8102266000350937,0.5,1.0,"[sub-CGAY241, 1, 1, 2, Expand, 4R, 1, 0.937500, 0.810227, 0.5, 1.0]",0,1,1,0_1_1,0_0_1,,,,,,,,,,,,,,,B2_t0_0,B2_t1_1,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,118
sub-CGAY242,3,4,1,Destroy,4R,3,0.9285714285714286,0.8392984000965953,0.5,1.0,"[sub-CGAY242, 3, 4, 1, Destroy, 4R, 3, 0.928571, 0.839298, 0.5, 1.0]",0,0,1,1_1_0,0_0_1,B1_t0_1,B1_t1_0,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,118
sub-CGAY242,3,4,2,Destroy,4R,3,0.8125,0.8127267999807373,0.5,1.0,"[sub-CGAY242, 3, 4, 2, Destroy, 4R, 3, 0.812500, 0.812727, 0.5, 1.0]",1,1,0,1_1_0,0_0_1,,,,,,,,,,,,,,,B2_t0_0,B2_t1_1,B2_t2_0,B2_t3_1,B2_t4_0,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,118
sub-CGAY242,3,5,1,Expand,4R,1,0.8571428571428571,0.8702434500446543,0.5,1.0,"[sub-CGAY242, 3, 5, 1, Expand, 4R, 1, 0.857143, 0.870243, 0.5, 1.0]",0,0,1,0_1_1,0_0_1,B1_t0_0,B1_t1_0,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,118
sub-CGAY242,3,5,2,Expand,4R,1,0.9375,0.8867670999607071,0.5,1.0,"[sub-CGAY242, 3, 5, 2, Expand, 4R, 1, 0.937500, 0.886767, 0.5, 1.0]",0,1,1,0_1_1,0_0_1,,,,,,,,,,,,,,,B2_t0_0,B2_t1_1,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,118
sub-CGAY242,4,7,1,Destroy,4R,3,0.9285714285714286,0.8376331999897957,0.5,1.0,"[sub-CGAY242, 4, 7, 1, Destroy, 4R, 3, 0.928571, 0.837633, 0.5, 1.0]",0,1,0,1_0_1,0_1_0,B1_t0_1,B1_t1_1,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_0,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,118
sub-CGAY242,4,7,2,Destroy,4R,3,0.8125,0.9318685999605806,0.5,1.0,"[sub-CGAY242, 4, 7, 2, Destroy, 4R, 3, 0.812500, 0.931869, 0.5, 1.0]",1,0,1,1_0_1,0_1_0,,,,,,,,,,,,,,,B2_t0_1,B2_t1_0,B2_t2_0,B2_t3_1,B2_t4_0,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,118
sub-CGAY243,3,4,1,Destroy,4R,3,0.8571428571428571,0.7328523499891162,0.5,1.0,"[sub-CGAY243, 3, 4, 1, Destroy, 4R, 3, 0.857143, 0.732852, 0.5, 1.0]",0,0,1,1_1_0,0_0_1,B1_t0_1,B1_t1_0,B1_t2_0,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,118
sub-CGAY243,3,4,2,Destroy,4R,3,0.875,1.0061430999776348,0.5,1.0,"[sub-CGAY243, 3, 4, 2, Destroy, 4R, 3, 0.875000, 1.006143, 0.5, 1.0]",1,1,0,1_1_0,0_0_1,,,,,,,,,,,,,,,B2_t0_0,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,118
sub-CGAY243,4,7,1,Destroy,4R,3,0.8571428571428571,0.9426393999019638,0.5,1.0,"[sub-CGAY243, 4, 7, 1, Destroy, 4R, 3, 0.857143, 0.942639, 0.5, 1.0]",0,1,0,1_0_1,0_1_0,B1_t0_0,B1_t1_0,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,118
sub-CGAY243,4,7,2,Destroy,4R,3,0.875,0.937198849976994,0.5,1.0,"[sub-CGAY243, 4, 7, 2, Destroy, 4R, 3, 0.875000, 0.937199, 0.5, 1.0]",1,0,1,1_0_1,0_1_0,,,,,,,,,,,,,,,B2_t0_1,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_0,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,118
sub-CGAY243,5,9,1,Expand,2R,1,0.9285714285714286,0.9410841000499204,0.5,1.0,"[sub-CGAY243, 5, 9, 1, Expand, 2R, 1, 0.928571, 0.941084, 0.5, 1.0]",0,1,0,1_1_0,0_1_0,B1_t0_1,B1_t1_1,B1_t2_0,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,118
sub-CGAY243,5,9,2,Expand,2R,1,1.0,0.6492813000222668,0.5,1.0,"[sub-CGAY243, 5, 9, 2, Expand, 2R, 1, 1.000000, 0.649281, 0.5, 1.0]",1,1,0,1_1_0,0_1_0,,,,,,,,,,,,,,,B2_t0_1,B2_t1_1,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,118
sub-CGAY245,4,7,1,Destroy,4R,3,0.9285714285714286,1.0808889999752864,0.5,1.0,"[sub-CGAY245, 4, 7, 1, Destroy, 4R, 3, 0.928571, 1.080889, 0.5, 1.0]",0,1,0,1_0_1,0_1_0,B1_t0_1,B1_t1_1,B1_t2_1,B1_t3_0,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,118
sub-CGAY245,4,7,2,Destroy,4R,3,0.875,0.9128692999947816,0.5,1.0,"[sub-CGAY245, 4, 7, 2, Destroy, 4R, 3, 0.875000, 0.912869, 0.5, 1.0]",1,0,1,1_0_1,0_1_0,,,,,,,,,,,,,,,B2_t0_0,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,118
sub-CGAY247,2,2,1,Expand,2R,1,1.0,1.3729722499847412,0.5,1.0,"[sub-CGAY247, 2, 2, 1, Expand, 2R, 1, 1.000000, 1.372972, 0.5, 1.0]",1,0,0,1_0_1,1_0_0,B1_t0_1,B1_t1_1,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,118
sub-CGAY247,2,2,2,Expand,2R,1,0.875,1.3633544000331312,0.5,1.0,"[sub-CGAY247, 2, 2, 2, Expand, 2R, 1, 0.875000, 1.363354, 0.5, 1.0]",1,0,1,1_0_1,1_0_0,,,,,,,,,,,,,,,B2_t0_1,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_0,B2_t13_1,B2_t14_1,B2_t15_1,118
sub-CGAY247,4,7,1,Destroy,4R,3,0.8571428571428571,1.3197825998067856,0.5,1.0,"[sub-CGAY247, 4, 7, 1, Destroy, 4R, 3, 0.857143, 1.319783, 0.5, 1.0]",0,1,0,1_0_1,0_1_0,B1_t0_0,B1_t1_0,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,118
sub-CGAY247,4,7,2,Destroy,4R,3,0.75,1.5354832499288023,0.5,1.0,"[sub-CGAY247, 4, 7, 2, Destroy, 4R, 3, 0.750000, 1.535483, 0.5, 1.0]",1,0,1,1_0_1,0_1_0,,,,,,,,,,,,,,,B2_t0_0,B2_t1_0,B2_t2_0,B2_t3_1,B2_t4_1,B2_t5_0,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,118
sub-CGAY249,4,7,1,Expand,2R,1,0.9285714285714286,0.945835999911651,0.5,1.0,"[sub-CGAY249, 4, 7, 1, Expand, 2R, 1, 0.928571, 0.945836, 0.5, 1.0]",0,1,0,1_1_0,0_1_0,B1_t0_1,B1_t1_1,B1_t2_0,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,118
sub-CGAY249,4,7,2,Expand,2R,1,0.9375,0.8938606500159949,0.5,1.0,"[sub-CGAY249, 4, 7, 2, Expand, 2R, 1, 0.937500, 0.893861, 0.5, 1.0]",1,1,0,1_1_0,0_1_0,,,,,,,,,,,,,,,B2_t0_0,B2_t1_1,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,118
sub-CGAY249,5,9,1,Destroy,4R,3,1.0,0.8444957998581231,0.5,1.0,"[sub-CGAY249, 5, 9, 1, Destroy, 4R, 3, 1.000000, 0.844496, 0.5, 1.0]",0,1,0,1_0_1,0_1_0,B1_t0_1,B1_t1_1,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,118
sub-CGAY249,5,9,2,Destroy,4R,3,0.875,1.0460133501328528,0.5,1.0,"[sub-CGAY249, 5, 9, 2, Destroy, 4R, 3, 0.875000, 1.046013, 0.5, 1.0]",1,0,1,1_0_1,0_1_0,,,,,,,,,,,,,,,B2_t0_0,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,118
sub-CGAY250,3,4,1,Expand,2R,1,0.7857142857142857,1.6985976500436664,0.5,1.0,"[sub-CGAY250, 3, 4, 1, Expand, 2R, 1, 0.785714, 1.698598, 0.5, 1.0]",1,0,0,1_0_1,1_0_0,B1_t0_0,B1_t1_0,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_0,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,118
sub-CGAY250,3,4,2,Expand,2R,1,0.75,1.453811649698764,0.5,1.0,"[sub-CGAY250, 3, 4, 2, Expand, 2R, 1, 0.750000, 1.453812, 0.5, 1.0]",1,0,1,1_0_1,1_0_0,,,,,,,,,,,,,,,B2_t0_1,B2_t1_1,B2_t2_1,B2_t3_0,B2_t4_0,B2_t5_1,B2_t6_0,B2_t7_1,B2_t8_0,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,118
sub-CGAY216,4,6,1,Preserve,1R,1,0.8571428571428571,0.9719036500027869,1.0,0.0,"[sub-CGAY216, 4, 6, 1, Preserve, 1R, 1, 0.857143, 0.971904, 1.0, 0.0]",0,1,1,0_1_1,0_1_1,B1_t0_0,B1_t1_0,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,12
sub-CGAY216,4,6,2,Preserve,1R,1,0.9375,1.0555031999974744,1.0,0.0,"[sub-CGAY216, 4, 6, 2, Preserve, 1R, 1, 0.937500, 1.055503, 1.0, 0.0]",0,0,1,0_1_1,0_1_1,,,,,,,,,,,,,,,B2_t0_1,B2_t1_1,B2_t2_1,B2_t3_1,B2_t4_0,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,12
sub-CGAY222,3,4,1,Destroy,4R,1,0.9285714285714286,1.0243733499664813,1.0,0.0,"[sub-CGAY222, 3, 4, 1, Destroy, 4R, 1, 0.928571, 1.024373, 1.0, 0.0]",1,1,0,1_1_0,0_0_1,B1_t0_0,B1_t1_1,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,12
sub-CGAY222,3,4,2,Destroy,4R,1,0.9375,1.0709802999626845,1.0,0.0,"[sub-CGAY222, 3, 4, 2, Destroy, 4R, 1, 0.937500, 1.070980, 1.0, 0.0]",1,0,0,1_1_0,0_0_1,,,,,,,,,,,,,,,B2_t0_0,B2_t1_1,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,12
sub-CGAY224,5,8,1,Preserve,1R,1,0.8571428571428571,0.9746671000029892,1.0,0.0,"[sub-CGAY224, 5, 8, 1, Preserve, 1R, 1, 0.857143, 0.974667, 1.0, 0.0]",0,1,1,0_1_1,0_1_1,B1_t0_0,B1_t1_0,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,12
sub-CGAY224,5,8,2,Preserve,1R,1,1.0,1.0038180999690667,1.0,0.0,"[sub-CGAY224, 5, 8, 2, Preserve, 1R, 1, 1.000000, 1.003818, 1.0, 0.0]",0,1,0,0_1_1,0_1_1,,,,,,,,,,,,,,,B2_t0_1,B2_t1_1,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,12
sub-CGAY234,1,1,1,Destroy,4R,1,0.8571428571428571,1.62447549999888,1.0,0.0,"[sub-CGAY234, 1, 1, 1, Destroy, 4R, 1, 0.857143, 1.624475, 1.0, 0.0]",0,1,1,0_1_1,1_0_0,B1_t0_1,B1_t1_1,B1_t2_1,B1_t3_0,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_0,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,12
sub-CGAY234,1,1,2,Destroy,4R,1,1.0,1.1275034499994945,1.0,0.0,"[sub-CGAY234, 1, 1, 2, Destroy, 4R, 1, 1.000000, 1.127503, 1.0, 0.0]",0,1,0,0_1_1,1_0_0,,,,,,,,,,,,,,,B2_t0_1,B2_t1_1,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,12
sub-CGAY238,2,2,1,Expand,2R,2,0.9285714285714286,1.4042426500236616,1.0,0.0,"[sub-CGAY238, 2, 2, 1, Expand, 2R, 2, 0.928571, 1.404243, 1.0, 0.0]",1,0,1,1_0_1,1_0_0,B1_t0_1,B1_t1_0,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,12
sub-CGAY238,2,2,2,Expand,2R,2,0.6875,1.5193558500614017,1.0,0.0,"[sub-CGAY238, 2, 2, 2, Expand, 2R, 2, 0.687500, 1.519356, 1.0, 0.0]",1,1,0,1_0_1,1_0_0,,,,,,,,,,,,,,,B2_t0_1,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_0,B2_t5_1,B2_t6_0,B2_t7_1,B2_t8_1,B2_t9_0,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_0,B2_t14_1,B2_t15_1,12
sub-CGAY238,4,6,1,Preserve,1R,2,0.8571428571428571,1.459991350013297,1.0,0.0,"[sub-CGAY238, 4, 6, 1, Preserve, 1R, 2, 0.857143, 1.459991, 1.0, 0.0]",0,1,1,0_1_1,0_1_1,B1_t0_0,B1_t1_0,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,12
sub-CGAY238,4,6,2,Preserve,1R,2,0.9375,1.1940336999832653,1.0,0.0,"[sub-CGAY238, 4, 6, 2, Preserve, 1R, 2, 0.937500, 1.194034, 1.0, 0.0]",1,0,1,0_1_1,0_1_1,,,,,,,,,,,,,,,B2_t0_1,B2_t1_1,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_0,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,12
