Category1,Category2,Block,Trial,mean1,mean2,mean_diff,se_diff,t_value,df,p_value,p_fdr,Significance,Direction
AF1,AF3,1,0,0.4690265486725664,0.6756756756756757,-0.20664912700310928,0.09116328997806007,-2.266801988528966,148,0.026771110266080082,0.1268105223130109,,
AF1,AF3,1,1,0.4864864864864865,0.6486486486486487,-0.16216216216216217,0.09274546951326318,-1.7484645127487546,146,0.08519556706674221,0.24734196890344512,,
AF1,AF3,1,2,0.7079646017699115,0.868421052631579,-0.1604564508616675,0.07024426620397603,-2.2842640336754663,149,0.02486390025818487,0.12412324877024032,,
AF1,AF3,1,3,0.868421052631579,0.7631578947368421,0.10526315789473684,0.07678725081197224,1.3708416017197065,150,0.1761848515450371,0.36206921168438594,,
AF1,AF3,1,4,0.9734513274336283,0.9736842105263158,-0.00023288309268754137,0.03038534765268413,-0.007664322138073986,149,0.9939088671530945,1.0,,
AF1,AF3,1,5,0.9473684210526315,1.0,-0.052631578947368474,0.021006003323297027,-2.505549396395488,150,0.01365085533565982,0.09440898604057883,†,AF3 > AF1
AF1,AF3,1,6,0.9824561403508771,0.9736842105263158,0.00877192982456132,0.02906978486137123,0.3017542051443839,150,0.7639935671025154,0.8608998722981965,,
AF1,AF3,1,7,0.9912280701754386,1.0,-0.00877192982456143,0.008771929824561405,-1.0000000000000027,150,0.3194470972723914,0.4990380161941621,,
AF1,AF3,1,8,0.9649122807017544,1.0,-0.03508771929824561,0.01730941000735132,-2.0270892701336343,150,0.04500700162738298,0.1761143541941074,,
AF1,AF3,1,9,0.9649122807017544,0.9473684210526315,0.01754385964912286,0.04058600338306343,0.43226379014308,150,0.6672583687146054,0.8007100424575264,,
AF1,AF3,1,10,1.0,1.0,0.0,0.0,,150,,,,
AF1,AF3,1,11,0.9911504424778761,1.0,-0.008849557522123908,0.008849557522123894,-1.0000000000000016,149,0.31946613116109074,0.4990380161941621,,
AF1,AF3,1,12,0.9824561403508771,1.0,-0.01754385964912286,0.012350369073964505,-1.4205129858108145,150,0.15821179435385432,0.34366078438749725,,
AF1,AF3,1,13,0.9912280701754386,1.0,-0.00877192982456143,0.008771929824561406,-1.0000000000000027,150,0.3194470972723914,0.4990380161941621,,
AF1,AF3,2,0,0.7699115044247787,0.10810810810810811,0.6618033963166706,0.06526891017074199,10.139642206150032,148,4.0132435053032154e-16,3.6119191547728936e-14,***,AF1 > AF3
AF1,AF3,2,1,0.504424778761062,0.2972972972972973,0.20712748146376464,0.08963854330203223,2.3106966471538897,148,0.023988942899068777,0.12412324877024032,,
AF1,AF3,2,2,0.875,0.5405405405405406,0.33445945945945943,0.08879274206225884,3.7667432235052094,147,0.0004625924017075154,0.008326663230735278,**,AF1 > AF3
